content,meta,ort,region,years,split_nr
En utmaning för biblioteken är att hitta en balans i lokalerna mellan det öppna biblioteket och platser där studerande kan finna studiero.,"{'ort': 'Solna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Solna,Stockholm,2020–2023,3
Biblioteken ska stödja individers och gruppers önskan om kompetensutveckling och läsintresse genom hela livet.,"{'ort': 'Solna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Solna,Stockholm,2020–2023,4
"Biblioteken ska uppnå detta genom strukturerad samverkan med stadens barn och utbildningsförvaltning, socialförvaltning, omvårdnadsförvaltning och kompetensförvaltning samt externa samarbetspartners.","{'ort': 'Solna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Solna,Stockholm,2020–2023,5
Det här ska biblioteken göra  Stärka samverkan med den kommunala vuxenutbildningen genom att erbjuda alla elever biblioteksvisningar.,"{'ort': 'Solna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 6}",Solna,Stockholm,2020–2023,6
Skapa attraktiva studieplatser i bibliotekens lokaler för studerande i alla åldrar.,"{'ort': 'Solna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 7}",Solna,Stockholm,2020–2023,7
"Samverka med barn och utbildningsförvaltningen, kompetensförvaltningen, socialförvaltningen, omvårdnadsförvaltningen samt externa samarbetspartners för att på olika sätt stödja människors livslånga lärande.","{'ort': 'Solna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 8}",Solna,Stockholm,2020–2023,8
"FÖRFÖRFATTNINGSSAMLING  KULTUR OCH FRITIDSKONTORET  Ärendenummer  Norrtälje kommuns biblioteksplan 20192021 har tagits fram genom omvärldsanalys och vilar samtidigt på den samlade yrkeserfarenheten hos personalen, Norrtälje kommuns kultur och fritidspolitiskt program 20192022 samt på Norrtälje kommuns värdegrund – ”Invånaren först, allas lika värde och höga förväntningar.” Viktiga begrepp och strömningar, angelägna för en framtida biblioteksverksamhet i utveckling har varit vägledande.","{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Norrtälje,Stockholm,2020–2023,0
"Biblioteksverksamheten ska vara en källa till läsande, information, kunskapsinhämtning, kulturella upptäckter och det livslånga lärandet.","{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Norrtälje,Stockholm,2020–2023,1
Biblioteken ska stimulera till alla former av läsning oavsett medieformat och erbjuda möjligheter att uppleva berättelser i olika former.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Norrtälje,Stockholm,2020–2023,2
"I enlighet med uppdraget att verka för samhällets demokratiska utveckling, ska biblioteken arbeta för fri åsiktsbildning samt öka kunskapen om hur MIK (medie och informationskompetens) kan användas för lärande och delaktighet i kulturoch samhällslivet.","{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Norrtälje,Stockholm,2020–2023,3
Biblioteken ska bidra till att stärka människors kulturella identitet.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Norrtälje,Stockholm,2020–2023,4
"Alla människor oavsett könsidentitet, sexuell läggning, etnisk och språklig tillhörighet, trosuppfattning, funktionsvariation eller ålder ska känna sig lika välkomna till biblioteken och ska bemötas med respekt och professionalitet.","{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Norrtälje,Stockholm,2020–2023,5
Att åsiktsfrihet gäller på alla bibliotek är lika självklart.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 6}",Norrtälje,Stockholm,2020–2023,6
"Biblioteken ska vara öppna, personliga och kompetenta bibliotek, det vill säga en attraktiv mötesplats för nuvarande och kommande användare.","{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 7}",Norrtälje,Stockholm,2020–2023,7
Folkbiblioteken är enligt lag till för alla invånare.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 8}",Norrtälje,Stockholm,2020–2023,8
Bibliotekslagen Sedan 1997 har det funnits en Bibliotekslag (1996:1596) som styr de principer som genomsyrar biblioteksväsendet.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 9}",Norrtälje,Stockholm,2020–2023,9
Den har därefter reviderats och nuvarande lag trädde i kraft 2014 (SFS 2013:801).,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 10}",Norrtälje,Stockholm,2020–2023,10
Här anges till exempel att alla medborgare har rätt att få tillgång till ett folkbibliotek och att litteraturen som finns där ska kunna lånas hem utan kostnad.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 11}",Norrtälje,Stockholm,2020–2023,11
"Norrtäljes bibliotek skall främja läsande och litteratur, MIK (medie och informationskompetens) kunskapsinhämtning, kulturella upptäckter och det livslånga lärandet.","{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 12}",Norrtälje,Stockholm,2020–2023,12
Bibliotekslagen säger att biblioteken ska rikta särskild uppmärksamhet mot vissa prioriterade grupper i utformningen av sin verksamhet.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 13}",Norrtälje,Stockholm,2020–2023,13
"Dessa grupper är personer med funktionsvariatoner samt invandrare, flyktingar och andra  POSTADRESS Kultur och fritidskontoret  BESÖKSADRESS  KONTAKT kontaktcenter@norrtalje.se www.norrtalje.se","{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 14}",Norrtälje,Stockholm,2020–2023,14
 minoriteter.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Norrtälje,Stockholm,2020–2023,0
Folk och skolbiblioteken skall ägna särskild uppmärksamhet år barn och ungdomar.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Norrtälje,Stockholm,2020–2023,1
I bibliotekslagens tillägg (SFS 2004:1261) finns sedan 2004 ett krav om att alla kommuner måste ha en biblioteksplan.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Norrtälje,Stockholm,2020–2023,2
"I samma tillägg står också att det ska finnas samverkan mellan olika huvudmän med ansvar för kommunens bibliotek, till exempel mellan dem som styr skolbiblioteksverksamhet och folkbibliotek.","{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Norrtälje,Stockholm,2020–2023,3
Skolbiblioteksverksamheten ska jobba mot skolans mål läroplan och kursmål  och det är framförallt i skollagen som dessa regleringar återfinns.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Norrtälje,Stockholm,2020–2023,4
"Skollagen (SFS 2010:800) anger att alla skolor ska ha tillgång till skolbibliotek, oavsett huvudman.","{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Norrtälje,Stockholm,2020–2023,5
Skolbiblioteksverksamheten regleras främst i skollagen men också i bibliotekslagen.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 6}",Norrtälje,Stockholm,2020–2023,6
Tillsynsmyndighet är Skolinspektionen som arbetar med skollagen som grund.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 7}",Norrtälje,Stockholm,2020–2023,7
I Norrtälje kommun ansvarar två nämnder för skolan; utbildningsnämnden och barn och skolnämnden.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 8}",Norrtälje,Stockholm,2020–2023,8
Folkbiblioteket i Norrtälje har initierat samarbete med skolan på flera olika sätt för att försöka nå barn och ungdomar i kommunen.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 9}",Norrtälje,Stockholm,2020–2023,9
Verksamhetsmål för skoloch gymnasiebibliotek som drivs av kultur och fritidsförvaltningen tas fram i samverkan med de aktuella skolornas ledning.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 10}",Norrtälje,Stockholm,2020–2023,10
"Det öppna, personliga och kompetenta biblioteket Bibliotekens verksamhet ska präglas av ett öppet, personligt och kompetent förhållningssätt.","{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 11}",Norrtälje,Stockholm,2020–2023,11
En inkluderande plats i form av bibliotek i det offentliga rummet är viktigt för den demokratiska utvecklingen.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 12}",Norrtälje,Stockholm,2020–2023,12
"Biblioteken är offentliga rum där människor kan söka information, kunskap, bildning, stimulans, samvaro och avkoppling i enskildhet eller tillsammans med andra.","{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 13}",Norrtälje,Stockholm,2020–2023,13
På biblioteken ska alla känna sig inkluderade och erbjudas lika tillgång till bildning och kultur.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 14}",Norrtälje,Stockholm,2020–2023,14
"Befintliga resurser ska utnyttjas så effektivt och flexibelt som möjligt, för att nå så många som möjligt, t.ex. med biblioteksbuss, Meröppna bibliotek och webbplats.","{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 15}",Norrtälje,Stockholm,2020–2023,15
För att stärka bibliotekens roll i lokalsamhället krävs aktiv marknadsföring för att kommuninvånarnas kännedom om bibliotekens utbud ska öka.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 16}",Norrtälje,Stockholm,2020–2023,16
Även personalens kompetens är av stor vikt för att kunna möta behov av specialisering inom olika områden.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 17}",Norrtälje,Stockholm,2020–2023,17
Ökad samverkan och kontakter med olika samarbetspartners är ytterligare sätt att bli en mer synlig verksamhet.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 18}",Norrtälje,Stockholm,2020–2023,18
Det öppna biblioteket är en tillgänglig och öppen mötesplats för alla utifrån användarnas önskemål och förutsättningar.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 19}",Norrtälje,Stockholm,2020–2023,19
"Öppenhet omfattar såväl bibliotekens öppethållande där en del är Meröppenhet samt fysiska tillgänglighet, det öppna biblioteket innebär även att biblioteken i Norrtälje arbetar med webbplatsen som en självklar plats att vara på allt detta som ett inbjudande rum.","{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 20}",Norrtälje,Stockholm,2020–2023,20
Biblioteken verkar för mångfald och samverkan med individer och aktörer som  POSTADRESS Kultur och fritidskontoret  BESÖKSADRESS  KONTAKT kontaktcenter@norrtalje.se www.norrtalje.se,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 21}",Norrtälje,Stockholm,2020–2023,21
 vill ta del av bibliotekens utbud eller som vill bidra till att utveckla biblioteksverksamheten.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Norrtälje,Stockholm,2020–2023,0
Bibliotekets webbplats kultur.norrtalje.se är en av bibliotekets stora mötesplatser där vi har ett av bibliotekets mest besökta rum.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Norrtälje,Stockholm,2020–2023,1
"Biblioteken ska:  Utveckla samverkan dels mellan biblioteken, dels med olika aktörer.","{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Norrtälje,Stockholm,2020–2023,2
"Vara en trygg, prestigelös, kostnadsfri och inspirerande mötesplats med program och aktiviteter för alla åldrar och grupper.","{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Norrtälje,Stockholm,2020–2023,3
"Vara tillgängliga vad det gäller öppettider, information och fysisk framkomlighet.","{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Norrtälje,Stockholm,2020–2023,4
Särskilt arbeta med verksamhet i form av biblioteksbuss för att kunna ge en flexibel biblioteksservice.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Norrtälje,Stockholm,2020–2023,5
Satsa på Meröppna biliotek.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 6}",Norrtälje,Stockholm,2020–2023,6
Föra en öppen dialog med kommuninvånarna om vilka behov som finns.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 7}",Norrtälje,Stockholm,2020–2023,7
Spela en aktiv roll för ökad digital delaktighet i samhället.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 8}",Norrtälje,Stockholm,2020–2023,8
Vidareutveckla bibliotekets webbplats kultur.norrtalje.se.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 9}",Norrtälje,Stockholm,2020–2023,9
Det personliga biblioteket har ett inkluderande förhållningssätt i kontakten med användarna.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 10}",Norrtälje,Stockholm,2020–2023,10
Bibliotekspersonalens individuella kunskaper tydliggörs samtidigt som användarnas intressen tas till vara.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 11}",Norrtälje,Stockholm,2020–2023,11
"Det personliga biblioteket är användarnas bibliotek, ser olikheter som en tillgång, tar fasta på det lustfyllda och uppmuntrar det fortsatta sökandet i det livslånga lärandet.","{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 12}",Norrtälje,Stockholm,2020–2023,12
Biblioteken ska:  Fokusera på det personliga mötet och verka för en välkomnande atmosfär där besökarna känner sig sedda och bekräftade.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 13}",Norrtälje,Stockholm,2020–2023,13
Ha en tillåtande attityd baserad på ömsesidig respekt.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 14}",Norrtälje,Stockholm,2020–2023,14
Verka för att alla ska känna sig delaktiga i bibliotekens utbud och verksamhet.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 15}",Norrtälje,Stockholm,2020–2023,15
Bredda utbudet av aktiviteter och evenemang för att engagera fler.,"{'ort': 'Norrtälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 16}",Norrtälje,Stockholm,2020–2023,16
